src,flight,scheduled_dept,actual_dept,dept_gate,scheduled_arrival,actual_arrival,arrival_gate,scheduled_dept_converted,actual_dept_converted,scheduled_arrival_converted,actual_arrival_converted
flights,2012-01-02-AA-518-MIA-JFK,06:30 AM  Mon 02-Jan-2012,06:32 AM  Mon 02-Jan-2012,D40,09:15 AM  Mon 02-Jan-2012,08:54 AM  Mon 02-Jan-2012,C42,2012-01-02 06:30:00,2012-01-02 06:32:00,2012-01-02 09:15:00,2012-01-02 08:54:00
travelocity,2011-12-09-AA-1522-SFO-ORD,Dec 09 - 11:55pm,Dec 09 - Not Available,56A,Dec 10 - 5:50am,Dec 10 - Not Available,H9/T3,2000-12-09 23:55:00,2000-12-09 00:00:00,2000-12-10 05:50:00,2000-12-10 00:00:00
dfw,2011-12-28-AA-1279-DFW-PHX,2011-12-28 1:00 pm,,C17,,,,2011-12-28 13:00:00,,,
flylouisville,2011-12-31-AA-3979-CVG-ORD,07:30 AM  Sat 31-Dec-2011,07:24 AM  Sat 31-Dec-2011,5,08:00 AM  Sat 31-Dec-2011,07:31 AM  Sat 31-Dec-2011,G10,2011-12-31 07:30:00,2011-12-31 07:24:00,2011-12-31 08:00:00,2011-12-31 07:31:00
airtravelcenter,2011-12-20-UA-62-IAH-EWR,12/20/11 2:30 PM (-06:00),,,12/20/11 7:03 PM (-05:00),,,2011-12-20 14:30:00,,2011-12-20 19:03:00,
allegiantair,2011-12-02-AA-1007-MIA-PHX,,5:28 PMDec 02,,,8:08 PMDec 02,,,2000-12-02 17:28:00,,2000-12-02 20:08:00
aa,2011-12-12-AA-3979-CVG-ORD,December 12- 2011               07:30 AM    ,December 12- 2011               07:30 AM    , 3,December 12- 2011               08:00 AM    ,December 12- 2011               08:18 AM    , G8    ,2011-12-12 07:30:00,2011-12-12 07:30:00,2011-12-12 08:00:00,2011-12-12 08:18:00
flytecomm,2011-12-31-AA-484-DFW-MIA,,12/31/11 4:34 PM (-06:00),,,12/31/11 7:52 PM (-05:00),,,2011-12-31 16:34:00,,2011-12-31 19:52:00
flightaware,2011-12-10-AA-616-DFW-DTW,2011-12-10 09:05AM CST,2011-12-10 09:14AM CST, C24 ,2011-12-10 12:30PM EST,2011-12-10 12:26PM EST, D32 ,2011-12-10 09:05:00,2011-12-10 09:14:00,2011-12-10 12:30:00,2011-12-10 12:26:00
phl,2011-12-01-UA-3373-IAD-PHL,,,,2011-12-01 9:24 AM,,D7,,,2011-12-01 09:24:00,
orbitz,2012-01-02-UA-2726-FLL-PHL,4:00pJan 2,4:00pJan 2, -,6:46pJan 2,6:39pJan 2, -,2000-01-02 16:00:00,2000-01-02 16:00:00,2000-01-02 18:46:00,2000-01-02 18:39:00
flightaware,2011-12-30-AA-4277-CVG-JFK,2011-12-30 12:10PM EST,2011-12-30 12:12PM EST, 1 ,2011-12-30 01:48PM EST,2011-12-30 01:44PM EST, 31A ,2011-12-30 12:10:00,2011-12-30 12:12:00,2011-12-30 13:48:00,2011-12-30 13:44:00
flights,2011-12-14-AA-204-LAX-MCO,11:25 PM  Wed 14-Dec-2011,,,06:55 AM  Thu 15-Dec-2011,,,2011-12-14 23:25:00,,2011-12-15 06:55:00,
myrateplan,2012-01-02-UA-664-ORD-PHL,,1/2/12 1:58 PM (-06:00),,,1/2/12 4:39 PM (-05:00),,,2012-01-02 13:58:00,,2012-01-02 16:39:00
flytecomm,2011-12-13-UA-664-ORD-PHL,,12/13/11 1:49 PM (-06:00),,,12/13/11 4:17 PM (-05:00),,,2011-12-13 13:49:00,,2011-12-13 16:17:00
myrateplan,2011-12-09-AA-2312-DFW-DTW,,12/9/11 8:30 PM (-06:00),,,12/9/11 11:19 PM (-05:00),,,2011-12-09 20:30:00,,2011-12-09 23:19:00
mytripandmore,2011-12-26-AA-4330-CVG-ORD,3:35pDec 26,3:28pDec 26, 5,4:00pDec 26,3:31pDec 26, G1B,2000-12-26 15:35:00,2000-12-26 15:28:00,2000-12-26 16:00:00,2000-12-26 15:31:00
flightexplorer,2011-12-27-AA-3842-MSP-ORD,,12/27/2011 6:16AM CST,,,12/27/2011 7:21AM CST,,,2011-12-27 06:16:00,,2011-12-27 07:21:00
weather,2011-12-08-UA-2515-DFW-CLT,2011-12-08 07:05 AM,,,2011-12-08 10:31 AM,,,2011-12-08 07:05:00,,2011-12-08 10:31:00,
travelocity,2011-12-24-UA-2726-FLL-PHL,Dec 24 - 4:00pm,Dec 24 - Contact Airline,Not provided by airline,Dec 24 - 6:46pm,Dec 24 - Contact Airline,Not provided by airline,2000-12-24 16:00:00,2000-12-24 00:00:00,2000-12-24 18:46:00,2000-12-24 00:00:00
foxbusiness,2011-12-27-AA-484-DFW-MIA,4:15 PM- Dec 27,4:31 PM- Dec 27,D17,7:55 PM- Dec 27,8:11 PM- Dec 27,Terminal D - D11,2000-12-27 16:15:00,2000-12-27 16:31:00,2000-12-27 19:55:00,2000-12-27 20:11:00
wunderground,2011-12-17-AA-1221-MCO-ORD,2011-12-17 08:00PM EST,2011-12-17 08:05PM EST, 15 ,2011-12-17 09:43PM CST,2011-12-17 09:39PM CST, K1 ,2011-12-17 20:00:00,2011-12-17 08:05:00,2011-12-17 21:43:00,2011-12-17 09:39:00
travelocity,2011-12-28-UA-2906-PHL-MCO,Dec 28 - 3:50pm,Dec 28 - Contact Airline,Not provided by airline,Dec 28 - 6:23pm,Dec 28 - Contact Airline,Not provided by airline,2000-12-28 15:50:00,2000-12-28 00:00:00,2000-12-28 18:23:00,2000-12-28 00:00:00
flights,2011-12-12-AA-643-MIA-ORD,07:10 AM  Mon 12-Dec-2011,07:06 AM  Mon 12-Dec-2011,D1,09:35 AM  Mon 12-Dec-2011,09:17 AM  Mon 12-Dec-2011,H15,2011-12-12 07:10:00,2011-12-12 07:06:00,2011-12-12 09:35:00,2011-12-12 09:17:00
foxbusiness,2011-12-13-UA-382-IAD-LAX,,12:48 PMDec 13,,,3:28 PMDec 13,,,2000-12-13 12:48:00,,2000-12-13 15:28:00
myrateplan,2011-12-28-AA-3842-MSP-ORD,,12/28/11 6:18 AM (-06:00),,,12/28/11 7:10 AM (-06:00),,,2011-12-28 06:18:00,,2011-12-28 07:10:00
allegiantair,2011-12-08-UA-3373-IAD-PHL,,8:53 AMDec 08,,,9:28 AMDec 08,,,2000-12-08 08:53:00,,2000-12-08 09:28:00
weather,2011-12-18-AA-431-MIA-SFO,2011-12-18 08:35 AM,2011-12-18 08:47 AM,,2011-12-18 11:50 AM,2011-12-18 11:21 AM,,2011-12-18 08:35:00,2011-12-18 08:47:00,2011-12-18 11:50:00,2011-12-18 11:21:00
dfw,2012-01-03-AA-2312-DFW-DTW,2012-01-03 8:25 pm,,A35,,,,2012-01-03 20:25:00,,,
gofox,2011-12-26-UA-248-PHX-ORD,12:52 PMDec 26,,,5:15 PMDec 26,,,2000-12-26 12:52:00,,2000-12-26 17:15:00,
foxbusiness,2011-12-22-AA-2268-PHX-ORD,7:15 AM- Dec 22,7:26 AM- Dec 22,Terminal 3,11:35 AM- Dec 22,11:16 AM- Dec 22,H11A,2000-12-22 07:15:00,2000-12-22 07:26:00,2000-12-22 11:35:00,2000-12-22 11:16:00
mytripandmore,2011-12-18-AA-1007-MIA-PHX,4:55pDec 18,4:46pDec 18, D37,8:05pDec 18,7:36pDec 18, 6,2000-12-18 16:55:00,2000-12-18 16:46:00,2000-12-18 20:05:00,2000-12-18 19:36:00
flightstats,2011-12-09-UA-3925-IAD-ORF,2011-12-09 8:42 AM,2011-12-09 8:39 AM,,2011-12-09 9:55 AM,2011-12-09 9:37 AM,,2011-12-09 08:42:00,2011-12-09 08:39:00,2011-12-09 09:55:00,2011-12-09 09:37:00
flytecomm,2011-12-18-UA-2830-MCO-CLT,,12/18/11 3:55 PM (-05:00),,,12/18/11 5:02 PM (-05:00),,,2011-12-18 15:55:00,,2011-12-18 17:02:00
gofox,2011-12-26-AA-3063-SLC-LAX,,8:24 PMDec 26,,,8:57 PMDec 26,,,2000-12-26 20:24:00,,2000-12-26 20:57:00
myrateplan,2011-12-05-AA-1007-MIA-PHX,,12/5/11 5:01 PM (-05:00),,,12/5/11 7:44 PM (-07:00),,,2011-12-05 17:01:00,,2011-12-05 19:44:00
usatoday,2011-12-31-AA-616-DFW-DTW,9:05 AM- Dec 31,9:14 AM- Dec 31,,12:35 PM- Dec 31,12:24 PM- Dec 31,,2000-12-31 09:05:00,2000-12-31 09:14:00,2000-12-31 12:35:00,2000-12-31 12:24:00
foxbusiness,2011-12-04-AA-4198-ORD-CLE,10:40 AM- Dec 04,10:54 AM- Dec 04,,12:55 PM- Dec 04,12:45 PM- Dec 04,,2000-12-04 10:40:00,2000-12-04 10:54:00,2000-12-04 12:55:00,2000-12-04 12:45:00
airtravelcenter,2011-12-16-AA-3063-SLC-LAX,,12/16/11 8:43 PM (-07:00),,,12/16/11 9:02 PM (-08:00),,,2011-12-16 20:43:00,,2011-12-16 21:02:00
airtravelcenter,2011-12-24-UA-2314-ATL-PHL,12/24/11 2:55 PM (-05:00),,,12/24/11 5:00 PM (-05:00),,,2011-12-24 14:55:00,,2011-12-24 17:00:00,
dfw,2011-12-26-AA-446-DFW-PHL,2011-12-26 11:50 am,,A36,,,,2011-12-26 11:50:00,,,
foxbusiness,2011-12-19-AA-1221-MCO-ORD,8:00 PM- Dec 19,8:08 PM- Dec 19,Terminal A - 15,9:50 PM- Dec 19,9:41 PM- Dec 19,Terminal 3,2000-12-19 20:00:00,2000-12-19 20:08:00,2000-12-19 21:50:00,2000-12-19 21:41:00
flytecomm,2011-12-03-UA-858-PVG-SFO,,12/3/11 2:09 PM (+08:00),,,12/3/11 8:47 AM (-08:00),,,2011-12-03 14:09:00,,2011-12-03 08:47:00
businesstravellogue,2011-12-18-UA-3099-PHX-PHL,11:55 AM  Sun 18-Dec-2011,11:52 AM  Sun 18-Dec-2011,A21,06:17 PM  Sun 18-Dec-2011,06:23 PM  Sun 18-Dec-2011,C24,2011-12-18 11:55:00,2011-12-18 11:52:00,2011-12-18 06:17:00,2011-12-18 06:23:00
airtravelcenter,2011-12-25-UA-414-LAX-SFO,,12/25/11 7:19 AM (-08:00),,,12/25/11 8:05 AM (-08:00),,,2011-12-25 07:19:00,,2011-12-25 08:05:00
foxbusiness,2011-12-02-UA-854-SFO-IAH,,8:06 AMDec 02,,,1:32 PMDec 02,,,2000-12-02 08:06:00,,2000-12-02 13:32:00
mytripandmore,2011-12-30-AA-2050-ORD-MIA,Dec 30 - 10:40am,Dec 30 - 12:08pm,K15/T3,Dec 30 - 2:45pm,Dec 30 - 3:54pm,D2,2000-12-30 10:40:00,2000-12-30 12:08:00,2000-12-30 14:45:00,2000-12-30 15:54:00
flightexplorer,2011-12-25-AA-2050-ORD-MIA,,12/25/2011 11:58AM CST,,,12/25/2011 3:29PM EST,,,2011-12-25 11:58:00,,2011-12-25 15:29:00
weather,2011-12-27-UA-3373-IAD-PHL,2011-12-27 08:30 AM,,,2011-12-27 09:25 AM,,,2011-12-27 08:30:00,,2011-12-27 09:25:00,
airtravelcenter,2011-12-22-UA-3099-PHX-PHL,,12/22/11 12:06 PM (-07:00),,,12/22/11 5:56 PM (-05:00),,,2011-12-22 12:06:00,,2011-12-22 17:56:00
flights,2011-12-12-AA-1434-DFW-MCO,07:15 AM  Mon 12-Dec-2011,07:12 AM  Mon 12-Dec-2011,D18,10:35 AM  Mon 12-Dec-2011,10:38 AM  Mon 12-Dec-2011,17,2011-12-12 07:15:00,2011-12-12 07:12:00,2011-12-12 10:35:00,2011-12-12 10:38:00
orbitz,2011-12-18-AA-1886-BOS-MIA,10:45aDec 18,10:42aDec 18, B35,2:20pDec 18,1:47pDec 18, D24,2000-12-18 10:45:00,2000-12-18 10:42:00,2000-12-18 14:20:00,2000-12-18 13:47:00
boston,2011-12-24-UA-2945-PHL-CLT,12:00 PM- Dec 24,12:15 PM- Dec 24,,1:45 PM- Dec 24,1:36 PM- Dec 24,,2000-12-24 12:00:00,2000-12-24 12:15:00,2000-12-24 13:45:00,2000-12-24 13:36:00
boston,2011-12-11-AA-1733-ORD-PHX,7:45 PM- Dec 11,7:55 PM- Dec 11,,10:30 PM- Dec 11,10:14 PM- Dec 11&nbsp(Estimated),,2000-12-11 19:45:00,2000-12-11 19:55:00,2000-12-11 22:30:00,2000-12-11 22:14:00
foxbusiness,2011-12-14-UA-1500-IAH-GUA,,9:37 AMDec 14,,,12:01 PMDec 14,,,2000-12-14 09:37:00,,2000-12-14 12:01:00
gofox,2012-01-03-UA-938-DEN-ORD,,4:19 PMJan 03,,,7:11 PMJan 03,,,2000-01-03 16:19:00,,2000-01-03 19:11:00
wunderground,2011-12-25-AA-1640-MIA-MCO,2011-12-25 06:30PM EST,2011-12-25 06:40PM EST, D44 ,2011-12-25 07:05PM EST,2011-12-25 07:15PM EST, 14 ,2011-12-25 18:30:00,2011-12-25 18:40:00,2011-12-25 19:05:00,2011-12-25 19:15:00
flightstats,2011-12-03-AA-431-MIA-SFO,2011-12-03 8:35 AM,2011-12-03 8:43 AM,,2011-12-03 11:50 AM,2011-12-03 11:19 AM,,2011-12-03 08:35:00,2011-12-03 08:43:00,2011-12-03 11:50:00,2011-12-03 11:19:00
panynj,2011-12-03-AA-4307-ORD-DTW,8:05 PM- Dec 03,8:23 PM- Dec 03,Terminal 3,10:20 PM- Dec 03,10:05 PM- Dec 03,Terminal N,2000-12-03 20:05:00,2000-12-03 20:23:00,2000-12-03 22:20:00,2000-12-03 22:05:00
aa,2011-12-20-AA-59-JFK-SFO,December 20- 2011               07:10 AM    ,December 20- 2011               07:03 AM    , 45,December 20- 2011               10:45 AM    ,December 20- 2011               10:07 AM    , 58B    ,2011-12-20 07:10:00,2011-12-20 07:03:00,2011-12-20 10:45:00,2011-12-20 10:07:00
flights,2012-01-01-AA-1544-SAN-ORD,,2012-01-01 12:02 PM,31,,2012-01-01 06:28 PM,H8,,2012-01-01 12:02:00,,2012-01-01 06:28:00
orbitz,2011-12-01-UA-2830-MCO-CLT,3:27pDec 1,3:28pDec 1, -,5:05pDec 1,5:17pDec 1, -,2000-12-01 15:27:00,2000-12-01 15:28:00,2000-12-01 17:05:00,2000-12-01 17:17:00
helloflight,2012-01-03-UA-3925-IAD-ORF,,1/3/12 9:00 AM (-05:00),,,1/3/12 9:31 AM (-05:00),,,2012-01-03 09:00:00,,2012-01-03 09:31:00
weather,2011-12-03-UA-858-PVG-SFO,2011-12-03 01:45 PM,,,2011-12-03 08:27 AM,,,2011-12-03 13:45:00,,2011-12-03 08:27:00,
den,2011-12-13-AA-789-ORD-DEN,,,,2011-12-13 2:35 PM,,A49,,,2011-12-13 14:35:00,
quicktrip,2011-12-12-AA-466-IAH-MIA,2011-12-12 6:00 AM,2011-12-12 6:09 AM,,2011-12-12 9:20 AM,2011-12-12 9:21 AM,,2011-12-12 06:00:00,2011-12-12 06:09:00,2011-12-12 09:20:00,2011-12-12 09:21:00
airtravelcenter,2011-12-27-UA-37-EWR-MCO,12/27/11 1:29 PM (-05:00),,,12/27/11 4:22 PM (-05:00),,,2011-12-27 13:29:00,,2011-12-27 16:22:00,
ua,2011-12-28-UA-2704-DTW-PHX,Wed- Dec 28 11:15 AM,Wed- Dec 28 11:15 AM,D14,Wed- Dec 28 1:40 PM,Wed- Dec 28 1:11 PM,A8,2000-12-28 11:15:00,2000-12-28 11:15:00,2000-12-28 13:40:00,2000-12-28 13:11:00
myrateplan,2011-12-18-UA-1500-IAH-GUA,12/18/11 8:50 AM (-06:00),,,12/18/11 11:43 AM (-06:00),,,2011-12-18 08:50:00,,2011-12-18 11:43:00,
travelocity,2011-12-07-AA-1886-BOS-MIA,Dec 07 - 10:45am,Dec 07 - 10:46am,B34,Dec 07 - 2:20pm,Dec 07 - 2:22pm,D8,2000-12-07 10:45:00,2000-12-07 10:46:00,2000-12-07 14:20:00,2000-12-07 14:22:00
panynj,2011-12-14-AA-3468-CVG-MIA,7:00 AM- Dec 14,7:12 AM- Dec 14,Terminal 2,9:55 AM- Dec 14,9:21 AM- Dec 14,Terminal D - D60,2000-12-14 07:00:00,2000-12-14 07:12:00,2000-12-14 09:55:00,2000-12-14 09:21:00
orbitz,2011-12-11-UA-2945-PHL-CLT,12:00pDec 11,12:17pDec 11, B11,1:45pDec 11,1:46pDec 11, B8,2000-12-11 12:00:00,2000-12-17 12:00:00,2000-12-11 13:45:00,2000-12-11 13:46:00
orbitz,2012-01-01-UA-664-ORD-PHL,2:00pJan 1,, B7,5:03pJan 1,, D9,2000-01-01 14:00:00,,2000-01-01 17:03:00,
world-flight-tracker,2011-12-07-AA-1917-JFK-MCO,2011-12-07 2:55 PM,2011-12-07 3:45 PM,,2011-12-07 5:55 PM,2011-12-07 6:37 PM,,2011-12-07 14:55:00,2011-12-07 15:45:00,2011-12-07 17:55:00,2011-12-07 18:37:00
aa,2011-12-18-AA-484-DFW-MIA,December 18- 2011               04:15 PM    ,December 18- 2011               04:17 PM    , D17,December 18- 2011               07:55 PM    ,December 18- 2011               08:09 PM    , D48    ,2011-12-18 04:15:00,2011-12-18 04:17:00,2011-12-18 19:55:00,2011-12-18 20:09:00
panynj,2011-12-27-AA-2525-DFW-MIA,7:25 AM- Dec 27,7:52 AM- Dec 27,D30,11:10 AM- Dec 27,11:11 AM- Dec 27,Terminal D - D40,2000-12-27 07:25:00,2000-12-27 07:52:00,2000-12-27 11:10:00,2000-12-27 11:11:00
quicktrip,2011-12-31-AA-3-JFK-LAX,2011-12-31 12:00 PM,2011-12-31 11:54 AM,,2011-12-31 3:15 PM,2011-12-31 2:48 PM,,2011-12-31 12:00:00,2011-12-31 11:54:00,2011-12-31 03:15:00,2011-12-31 14:48:00
helloflight,2011-12-01-UA-3050-PHX-CLT,,12/1/11 11:45 AM (-07:00),,,12/1/11 5:00 PM (-05:00),,,2011-12-01 11:45:00,,2011-12-01 17:00:00
usatoday,2011-12-10-AA-271-MIA-LAX,11:35 AM- Dec 10,11:55 AM- Dec 10,,2:25 PM- Dec 10,2:21 PM- Dec 10,,2000-12-10 11:35:00,2000-12-10 11:55:00,2000-12-10 14:25:00,2000-12-10 14:21:00
flylouisville,2011-12-05-AA-4330-CVG-ORD,,2011-12-05 04:51 PM,5,,2011-12-05 04:47 PM,G19A,,2011-12-05 16:51:00,,2011-12-05 16:47:00
flightaware,2012-01-02-AA-59-JFK-SFO,2012-01-02 07:10AM EST,2012-01-02 07:43AM EST, 36 ,2012-01-02 10:20AM PST,2012-01-02 10:16AM PST, 58B ,2012-01-02 07:10:00,2012-01-02 07:43:00,2012-01-02 10:20:00,2012-01-02 10:16:00
allegiantair,2011-12-28-UA-2945-PHL-CLT,12:00 PM- Dec 28,12:12 PM- Dec 28,,1:45 PM- Dec 28,1:26 PM- Dec 28,,2000-12-28 12:00:00,2000-12-28 12:12:00,2000-12-28 13:45:00,2000-12-28 13:26:00
myrateplan,2011-12-04-AA-2957-DFW-CVG,,12/4/11 9:01 AM (-06:00),,,12/4/11 11:44 AM (-05:00),,,2011-12-04 09:01:00,,2011-12-04 11:44:00
world-flight-tracker,2011-12-09-AA-3823-LAX-DEN,2011-12-09 9:00 PM,2011-12-09 9:00 PM (Estimated),,2011-12-09 12:15 AM,2011-12-09 12:15 AM (Estimated),,2011-12-09 21:00:00,2011-12-09 21:00:00,2011-12-09 00:15:00,2011-12-09 00:15:00
flightwise,2011-12-30-AA-1733-ORD-PHX,2011-12-30 07:45PM CST,2011-12-30 08:21PM CST, H16 ,2011-12-30 10:17PM MST,2011-12-30 10:31PM MST, 6 ,2011-12-30 19:45:00,2011-12-30 08:21:00,2011-12-30 22:17:00,2011-12-30 22:31:00
boston,2011-12-29-AA-400-DFW-JFK,10:40 AM- Dec 29,12:45 PM- Dec 29,,2:59 PM- Dec 29,4:42 PM- Dec 29,,2000-12-29 10:40:00,2000-12-29 12:45:00,2000-12-29 14:59:00,2000-12-29 16:42:00
panynj,2011-12-14-UA-3515-IAD-MSP,,8:35 AMDec 14,,,10:15 AMDec 14,,,2000-12-14 08:35:00,,2000-12-14 10:15:00
flightview,2011-12-27-AA-2312-DFW-DTW,8:25 PMDec 27,,,11:50 PMDec 27,,,2000-12-27 20:25:00,,2000-12-27 23:50:00,
phl,2011-12-30-UA-664-ORD-PHL,,,,2011-12-30 4:38 PM,,D9,,,2011-12-30 16:38:00,
aa,2011-12-12-AA-616-DFW-DTW,December 12- 2011               09:05 AM    ,December 12- 2011               09:35 AM    , C14,December 12- 2011               12:35 PM    ,December 12- 2011               01:00 PM    , D32    ,2011-12-12 09:05:00,2011-12-12 09:35:00,2011-12-12 12:35:00,2011-12-12 13:00:00
gofox,2011-12-11-UA-2726-FLL-PHL,4:00 PM- Dec 11,4:10 PM- Dec 11,,6:46 PM- Dec 11,6:46 PM- Dec 11,,2000-12-11 16:00:00,2000-12-11 16:10:00,2000-12-11 18:46:00,2000-12-11 18:46:00
boston,2011-12-01-AA-3756-ORD-SLC,12:15 PM- Dec 01,12:42 PM- Dec 01,,2:45 PM- Dec 01,2:52 PM- Dec 01,,2000-12-01 12:15:00,2000-12-01 12:42:00,2000-12-01 14:45:00,2000-12-01 14:52:00
myrateplan,2011-12-10-UA-37-EWR-MCO,,12/10/11 1:55 PM (-05:00),,,12/10/11 4:22 PM (-05:00),,,2011-12-10 13:55:00,,2011-12-10 16:22:00
flightstats,2011-12-25-AA-1434-DFW-MCO,2011-12-25 7:15 AM,2011-12-25 7:15 AM,,2011-12-25 10:35 AM,2011-12-25 10:52 AM,,2011-12-25 07:15:00,2011-12-25 07:15:00,2011-12-25 10:35:00,2011-12-25 10:52:00
businesstravellogue,2011-12-31-AA-3859-IAH-ORD,07:10 AM  Sat 31-Dec-2011,07:06 AM  Sat 31-Dec-2011,29,09:40 AM  Sat 31-Dec-2011,09:21 AM  Sat 31-Dec-2011,G13,2011-12-31 07:10:00,2011-12-31 07:06:00,2011-12-31 09:40:00,2011-12-31 09:21:00
panynj,2011-12-08-AA-1221-MCO-ORD,8:00 PM- Dec 08,8:09 PM- Dec 08,Terminal A - 16,9:50 PM- Dec 08,9:21 PM- Dec 08,Terminal 3,2000-12-08 20:00:00,2000-12-08 20:09:00,2000-12-08 21:50:00,2000-12-08 21:21:00
airtravelcenter,2011-12-25-AA-3468-CVG-MIA,,12/25/11 7:22 AM (-05:00),,,12/25/11 9:45 AM (-05:00),,,2011-12-25 07:22:00,,2011-12-25 09:45:00
flightstats,2011-12-19-UA-2906-PHL-MCO,2011-12-19 3:50 PM,2011-12-19 4:20 PM,,2011-12-19 6:23 PM,2011-12-19 6:31 PM,,2011-12-19 03:50:00,2011-12-19 16:20:00,2011-12-19 18:23:00,2011-12-19 18:31:00
flightstats,2011-12-20-UA-257-JFK-SFO,2011-12-20 2:30 PM,2011-12-20 2:25 PM,,2011-12-20 6:14 PM,2011-12-20 5:10 PM,,2011-12-20 14:30:00,2011-12-20 14:25:00,2011-12-20 18:14:00,2011-12-20 17:10:00
gofox,2011-12-31-UA-843-LAX-ORD,,2:52 PMDec 31,,,8:26 PMDec 31,,,2000-12-31 14:52:00,,2000-12-31 20:26:00
travelocity,2011-12-07-UA-3373-IAD-PHL,Dec 07 - Not Available,Dec 07 - 9:21am,C26,Dec 07 - Not Available,Dec 07 - 10:01am,D7,2000-12-07 00:00:00,2000-12-07 09:21:00,2000-12-07 00:00:00,2000-12-07 10:01:00
quicktrip,2011-12-10-UA-854-SFO-IAH,2011-12-10 7:55 AM,2011-12-10 7:53 AM,,2011-12-10 1:41 PM,2011-12-10 1:25 PM,,2011-12-10 07:55:00,2011-12-10 07:53:00,2011-12-10 13:41:00,2011-12-10 13:25:00
helloflight,2011-12-16-AA-415-BOS-ORD,,12/16/11 8:56 AM (-05:00),,,12/16/11 10:28 AM (-06:00),,,2011-12-16 08:56:00,,2011-12-16 10:28:00
weather,2011-12-17-UA-257-JFK-SFO,2011-12-17 02:30 PM,,,2011-12-17 06:14 PM,,,2011-12-17 14:30:00,,2011-12-17 18:14:00,
gofox,2011-12-01-AA-1664-MIA-ATL,10:15 AM- Dec 01,10:19 AM- Dec 01,,12:10 PM- Dec 01,11:50 AM- Dec 01,,2000-12-01 10:15:00,2000-12-01 10:19:00,2000-12-01 12:10:00,2000-12-01 11:50:00
flytecomm,2011-12-02-AA-1664-MIA-ATL,,12/2/11 10:39 AM (-05:00),,,12/2/11 12:13 PM (-05:00),,,2011-12-02 10:39:00,,2011-12-02 12:13:00
quicktrip,2011-12-25-UA-62-IAH-EWR,2011-12-25 2:30 PM,2011-12-25 2:27 PM,,2011-12-25 7:03 PM,2011-12-25 6:23 PM,,2011-12-25 14:30:00,2011-12-25 14:27:00,2011-12-25 19:03:00,2011-12-25 18:23:00
allegiantair,2011-12-18-AA-59-JFK-SFO,7:10 AM- Dec 18,8:38 AM- Dec 18,Terminal 8 - 44,10:45 AM- Dec 18,4:33 AM- Dec 18,Terminal 2 - 58B,2000-12-18 07:10:00,2000-12-18 08:38:00,2000-12-18 10:45:00,2000-12-18 04:33:00
ua,2011-12-10-UA-2830-MCO-CLT,Sat- Dec 10 3:27 PM,Sat- Dec 10 3:51 PM,58,Sat- Dec 10 5:05 PM,Sat- Dec 10 5:25 PM,D3,2000-12-10 15:27:00,2000-12-10 15:51:00,2000-12-10 17:05:00,2000-12-10 17:25:00
flightexplorer,2011-12-10-UA-938-DEN-ORD,,12/10/2011 4:35PM MST,,,12/10/2011 7:30PM CST,,,2011-12-10 16:35:00,,2011-12-10 19:30:00
quicktrip,2011-12-04-AA-4198-ORD-CLE,2011-12-04 10:40 AM,2011-12-04 10:53 AM,,2011-12-04 12:55 PM,2011-12-04 12:46 PM,,2011-12-04 10:40:00,2011-12-04 10:53:00,2011-12-04 12:55:00,2011-12-04 12:46:00
businesstravellogue,2011-12-05-AA-3756-ORD-SLC,12:15 PM  Mon 05-Dec-2011,12:29 PM  Mon 05-Dec-2011,G9,02:45 PM  Mon 05-Dec-2011,02:31 PM  Mon 05-Dec-2011,A3,2011-12-05 12:15:00,2011-12-05 12:29:00,2011-12-05 14:45:00,2011-12-05 14:31:00
ord,2011-12-12-AA-643-MIA-ORD,2011-12-12 7:10 AM,,D1,2011-12-12 9:35 AM,,H15,2011-12-12 07:10:00,,2011-12-12 09:35:00,
flightaware,2011-12-03-UA-382-IAD-LAX,2011-12-03 12:30PM EST,2011-12-03 12:46PM EST, C17 ,2011-12-03 02:50PM PST,2011-12-03 02:56PM PST, 75B ,2011-12-03 12:30:00,2011-12-03 12:46:00,2011-12-03 14:50:00,2011-12-03 14:56:00
flightview,2011-12-27-AA-1544-SAN-ORD,,11:44 AMDec 27,,,5:32 PMDec 27,,,2000-12-27 11:44:00,,2000-12-27 17:32:00
travelocity,2011-12-09-UA-664-ORD-PHL,Dec 09 - Not Available,Dec 09 - 2:23pm,C11,Dec 09 - Not Available,Dec 09 - 5:10pm,D9,2000-12-09 00:00:00,2000-12-09 14:23:00,2000-12-09 00:00:00,2000-12-09 17:10:00
flightaware,2011-12-22-UA-233-LAX-JFK,2011-12-22 04:25PM PST,2011-12-22 04:30PM PST, 73 ,2011-12-22 11:56PM EST,2011-12-22 12:01AM EST, 6 ,2011-12-22 16:25:00,2011-12-22 16:30:00,2011-12-22 23:56:00,2011-12-22 12:01:00
panynj,2011-12-25-AA-518-MIA-JFK,6:30 AM- Dec 25,7:15 AM- Dec 25,Terminal D - D23,9:15 AM- Dec 25,9:31 AM- Dec 25,Terminal 8 - 8,2000-12-25 06:30:00,2000-12-25 07:15:00,2000-12-25 09:15:00,2000-12-25 09:31:00
allegiantair,2011-12-05-UA-938-DEN-ORD,,4:33 PMDec 05,,,7:40 PMDec 05,,,2000-12-05 16:33:00,,2000-12-05 19:40:00
