src,flight,scheduled_dept,actual_dept,dept_gate,scheduled_arrival,actual_arrival,arrival_gate,scheduled_dept_clean,actual_dept_clean,scheduled_arrival_clean,actual_arrival_clean
myrateplan,2011-12-04-AA-2957-DFW-CVG,,12/4/11 9:01 AM (-06:00),,,12/4/11 11:44 AM (-05:00),,,,,
world-flight-tracker,2011-12-09-AA-3823-LAX-DEN,2011-12-09 9:00 PM,2011-12-09 9:00 PM (Estimated),,2011-12-09 12:15 AM,2011-12-09 12:15 AM (Estimated),,2011-12-09 09:00:00,,2011-12-09 12:15:00,
flightwise,2011-12-30-AA-1733-ORD-PHX,2011-12-30 07:45PM CST,2011-12-30 08:21PM CST, H16 ,2011-12-30 10:17PM MST,2011-12-30 10:31PM MST, 6 ,,,2011-12-30 22:17:00,2011-12-30 22:31:00
boston,2011-12-29-AA-400-DFW-JFK,10:40 AM- Dec 29,12:45 PM- Dec 29,,2:59 PM- Dec 29,4:42 PM- Dec 29,,2029-12-01 10:40:00,2029-12-01 12:45:00,2029-12-01 02:59:00,2029-12-01 04:42:00
panynj,2011-12-14-UA-3515-IAD-MSP,,8:35 AMDec 14,,,10:15 AMDec 14,,,,,
flightview,2011-12-27-AA-2312-DFW-DTW,8:25 PMDec 27,,,11:50 PMDec 27,,,,,,
phl,2011-12-30-UA-664-ORD-PHL,,,,2011-12-30 4:38 PM,,D9,,,2011-12-30 04:38:00,
aa,2011-12-12-AA-616-DFW-DTW,December 12- 2011               09:05 AM    ,December 12- 2011               09:35 AM    , C14,December 12- 2011               12:35 PM    ,December 12- 2011               01:00 PM    , D32    ,2011-12-12 09:05:00,2011-12-12 09:35:00,2011-12-12 12:35:00,2011-12-12 01:00:00
gofox,2011-12-11-UA-2726-FLL-PHL,4:00 PM- Dec 11,4:10 PM- Dec 11,,6:46 PM- Dec 11,6:46 PM- Dec 11,,2011-12-01 04:00:00,2011-12-01 04:10:00,2011-12-01 06:46:00,2011-12-01 06:46:00
boston,2011-12-01-AA-3756-ORD-SLC,12:15 PM- Dec 01,12:42 PM- Dec 01,,2:45 PM- Dec 01,2:52 PM- Dec 01,,2001-12-01 12:15:00,2001-12-01 12:42:00,2001-12-01 02:45:00,2001-12-01 02:52:00
myrateplan,2011-12-10-UA-37-EWR-MCO,,12/10/11 1:55 PM (-05:00),,,12/10/11 4:22 PM (-05:00),,,,,
flightstats,2011-12-25-AA-1434-DFW-MCO,2011-12-25 7:15 AM,2011-12-25 7:15 AM,,2011-12-25 10:35 AM,2011-12-25 10:52 AM,,2011-12-25 07:15:00,2011-12-25 07:15:00,2011-12-25 10:35:00,2011-12-25 10:52:00
businesstravellogue,2011-12-31-AA-3859-IAH-ORD,07:10 AM  Sat 31-Dec-2011,07:06 AM  Sat 31-Dec-2011,29,09:40 AM  Sat 31-Dec-2011,09:21 AM  Sat 31-Dec-2011,G13,,,,
panynj,2011-12-08-AA-1221-MCO-ORD,8:00 PM- Dec 08,8:09 PM- Dec 08,Terminal A - 16,9:50 PM- Dec 08,9:21 PM- Dec 08,Terminal 3,2008-12-01 08:00:00,2008-12-01 08:09:00,2008-12-01 09:50:00,2008-12-01 09:21:00
airtravelcenter,2011-12-25-AA-3468-CVG-MIA,,12/25/11 7:22 AM (-05:00),,,12/25/11 9:45 AM (-05:00),,,,,
flightstats,2011-12-19-UA-2906-PHL-MCO,2011-12-19 3:50 PM,2011-12-19 4:20 PM,,2011-12-19 6:23 PM,2011-12-19 6:31 PM,,2011-12-19 03:50:00,2011-12-19 04:20:00,2011-12-19 06:23:00,2011-12-19 06:31:00
flightstats,2011-12-20-UA-257-JFK-SFO,2011-12-20 2:30 PM,2011-12-20 2:25 PM,,2011-12-20 6:14 PM,2011-12-20 5:10 PM,,2011-12-20 02:30:00,2011-12-20 02:25:00,2011-12-20 06:14:00,2011-12-20 05:10:00
gofox,2011-12-31-UA-843-LAX-ORD,,2:52 PMDec 31,,,8:26 PMDec 31,,,,,
travelocity,2011-12-07-UA-3373-IAD-PHL,Dec 07 - Not Available,Dec 07 - 9:21am,C26,Dec 07 - Not Available,Dec 07 - 10:01am,D7,,2007-12-01 09:21:00,,2007-12-01 10:01:00
quicktrip,2011-12-10-UA-854-SFO-IAH,2011-12-10 7:55 AM,2011-12-10 7:53 AM,,2011-12-10 1:41 PM,2011-12-10 1:25 PM,,2011-12-10 07:55:00,2011-12-10 07:53:00,2011-12-10 01:41:00,2011-12-10 01:25:00
helloflight,2011-12-16-AA-415-BOS-ORD,,12/16/11 8:56 AM (-05:00),,,12/16/11 10:28 AM (-06:00),,,,,
weather,2011-12-17-UA-257-JFK-SFO,2011-12-17 02:30 PM,,,2011-12-17 06:14 PM,,,2011-12-17 02:30:00,,2011-12-17 06:14:00,
gofox,2011-12-01-AA-1664-MIA-ATL,10:15 AM- Dec 01,10:19 AM- Dec 01,,12:10 PM- Dec 01,11:50 AM- Dec 01,,2001-12-01 10:15:00,2001-12-01 10:19:00,2001-12-01 12:10:00,2001-12-01 11:50:00
flytecomm,2011-12-02-AA-1664-MIA-ATL,,12/2/11 10:39 AM (-05:00),,,12/2/11 12:13 PM (-05:00),,,,,
quicktrip,2011-12-25-UA-62-IAH-EWR,2011-12-25 2:30 PM,2011-12-25 2:27 PM,,2011-12-25 7:03 PM,2011-12-25 6:23 PM,,2011-12-25 02:30:00,2011-12-25 02:27:00,2011-12-25 07:03:00,2011-12-25 06:23:00
allegiantair,2011-12-18-AA-59-JFK-SFO,7:10 AM- Dec 18,8:38 AM- Dec 18,Terminal 8 - 44,10:45 AM- Dec 18,4:33 AM- Dec 18,Terminal 2 - 58B,2018-12-01 07:10:00,2018-12-01 08:38:00,2018-12-01 10:45:00,2018-12-01 04:33:00
ua,2011-12-10-UA-2830-MCO-CLT,Sat- Dec 10 3:27 PM,Sat- Dec 10 3:51 PM,58,Sat- Dec 10 5:05 PM,Sat- Dec 10 5:25 PM,D3,,,,
flightexplorer,2011-12-10-UA-938-DEN-ORD,,12/10/2011 4:35PM MST,,,12/10/2011 7:30PM CST,,,2011-12-10 16:35:00,,
quicktrip,2011-12-04-AA-4198-ORD-CLE,2011-12-04 10:40 AM,2011-12-04 10:53 AM,,2011-12-04 12:55 PM,2011-12-04 12:46 PM,,2011-12-04 10:40:00,2011-12-04 10:53:00,2011-12-04 12:55:00,2011-12-04 12:46:00
businesstravellogue,2011-12-05-AA-3756-ORD-SLC,12:15 PM  Mon 05-Dec-2011,12:29 PM  Mon 05-Dec-2011,G9,02:45 PM  Mon 05-Dec-2011,02:31 PM  Mon 05-Dec-2011,A3,,,,
ord,2011-12-12-AA-643-MIA-ORD,2011-12-12 7:10 AM,,D1,2011-12-12 9:35 AM,,H15,2011-12-12 07:10:00,,2011-12-12 09:35:00,
flightaware,2011-12-03-UA-382-IAD-LAX,2011-12-03 12:30PM EST,2011-12-03 12:46PM EST, C17 ,2011-12-03 02:50PM PST,2011-12-03 02:56PM PST, 75B ,,,2011-12-03 14:50:00,2011-12-03 14:56:00
flightview,2011-12-27-AA-1544-SAN-ORD,,11:44 AMDec 27,,,5:32 PMDec 27,,,,,
travelocity,2011-12-09-UA-664-ORD-PHL,Dec 09 - Not Available,Dec 09 - 2:23pm,C11,Dec 09 - Not Available,Dec 09 - 5:10pm,D9,,2009-12-01 14:23:00,,2009-12-01 17:10:00
flightaware,2011-12-22-UA-233-LAX-JFK,2011-12-22 04:25PM PST,2011-12-22 04:30PM PST, 73 ,2011-12-22 11:56PM EST,2011-12-22 12:01AM EST, 6 ,2011-12-22 16:25:00,2011-12-22 16:30:00,2011-12-22 23:56:00,2011-12-22 12:01:00
panynj,2011-12-25-AA-518-MIA-JFK,6:30 AM- Dec 25,7:15 AM- Dec 25,Terminal D - D23,9:15 AM- Dec 25,9:31 AM- Dec 25,Terminal 8 - 8,2025-12-01 06:30:00,2025-12-01 07:15:00,2025-12-01 09:15:00,2025-12-01 09:31:00
allegiantair,2011-12-05-UA-938-DEN-ORD,,4:33 PMDec 05,,,7:40 PMDec 05,,,,,
panynj,2011-12-03-AA-1007-MIA-PHX,,5:12 PMDec 03,,,8:01 PMDec 03,,,,,
airtravelcenter,2011-12-03-AA-1664-MIA-ATL,,12/3/11 10:36 AM (-05:00),,,12/3/11 12:08 PM (-05:00),,,,,
helloflight,2011-12-22-UA-843-LAX-ORD,12/22/11 2:10 PM (-08:00),,,12/22/11 8:12 PM (-06:00),,,,,,
panynj,2011-12-25-UA-2314-ATL-PHL,,3:02 PMDec 25,,,5:00 PMDec 25,,,,,
usatoday,2011-12-18-AA-1007-MIA-PHX,,5:01 PMDec 18,,,7:29 PMDec 18,,,,,
wunderground,2011-12-09-AA-222-LAX-BOS,2011-12-09 07:10AM PST,2011-12-09 07:26AM PST, 41 ,2011-12-09 03:10PM EST,2011-12-09 03:13PM EST, B28 ,2011-12-09 07:10:00,2011-12-09 07:26:00,2011-12-09 15:10:00,2011-12-09 15:13:00
allegiantair,2011-12-11-AA-1917-JFK-MCO,2:55 PM- Dec 11,3:21 PM- Dec 11,Terminal 8 - 46,5:55 PM- Dec 11,5:43 PM- Dec 11,16,2011-12-01 02:55:00,2011-12-01 03:21:00,2011-12-01 05:55:00,2011-12-01 05:43:00
myrateplan,2011-12-25-AA-1434-DFW-MCO,,12/25/11 7:31 AM (-06:00),,,12/25/11 10:45 AM (-05:00),,,,,
travelocity,2011-12-15-AA-643-MIA-ORD,Dec 15 - 7:10am,Dec 15 - 7:08am,D3,Dec 15 - 9:35am,Dec 15 - 9:18am,H15/T3,2015-12-01 07:10:00,2015-12-01 07:08:00,2015-12-01 09:35:00,2015-12-01 09:18:00
flights,2011-12-01-AA-3809-PHX-LAX,06:00 AM  Thu 01-Dec-2011,06:10 AM  Thu 01-Dec-2011,2,06:40 AM  Thu 01-Dec-2011,06:19 AM  Thu 01-Dec-2011,44F,2011-12-01 06:00:00,2011-12-01 06:10:00,2011-12-01 06:40:00,2011-12-01 06:19:00
orbitz,2011-12-01-UA-858-PVG-SFO,1:45pDec 1,1:32pDec 1, 75,8:27aDec 1,8:02aDec 1, 100,,,,
flightexplorer,2011-12-16-AA-1279-DFW-PHX,,12/16/2011 1:25PM CST,,,12/16/2011 2:32PM MST,,,,,2011-12-16 14:32:00
myrateplan,2011-12-09-UA-2515-DFW-CLT,,12/9/11 7:31 AM (-06:00),,,12/9/11 10:27 AM (-05:00),,,,,
weather,2011-12-14-AA-2312-DFW-DTW,2011-12-14 08:25 PM,2011-12-14 08:35 PM,,2011-12-14 11:50 PM,2011-12-14 11:29 PM,,2011-12-14 08:25:00,2011-12-14 08:35:00,2011-12-14 11:50:00,2011-12-14 11:29:00
mytripandmore,2011-12-01-UA-2515-DFW-CLT,7:05aDec 1,7:07aDec 1, E36,10:31aDec 1,10:47aDec 1, B10,,,,
panynj,2011-12-04-AA-2050-ORD-MIA,10:40 AM- Dec 04,10:50 AM- Dec 04,K7,2:45 PM- Dec 04,2:21 PM- Dec 04,Terminal D - D40,2004-12-01 10:40:00,2004-12-01 10:50:00,2004-12-01 02:45:00,2004-12-01 02:21:00
airtravelcenter,2011-12-26-UA-233-LAX-JFK,,12/26/11 4:29 PM (-08:00),,,12/27/11 12:12 AM (-05:00),,,,,
helloflight,2011-12-16-UA-2945-PHL-CLT,,12/16/11 12:14 PM (-05:00),,,12/16/11 1:32 PM (-05:00),,,,,
foxbusiness,2011-12-09-AA-3804-PHL-ORD,2:35 PM- Dec 09,2:42 PM- Dec 09,A7,4:05 PM- Dec 09,3:45 PM- Dec 09,H5,2009-12-01 02:35:00,2009-12-01 02:42:00,2009-12-01 04:05:00,2009-12-01 03:45:00
quicktrip,2012-01-01-AA-1522-SFO-ORD,2012-01-01 11:55 PM,2012-01-01 12:10 AM (Estimated runway),,2012-01-01 5:50 AM,2012-01-01 5:53 AM (Estimated runway),,2012-01-01 11:55:00,,2012-01-01 05:50:00,
helloflight,2011-12-14-UA-1500-IAH-GUA,12/14/11 8:55 AM (-06:00),,,12/14/11 11:45 AM (-06:00),,,,,,
aa,2011-12-17-AA-2525-DFW-MIA,December 17- 2011               07:25 AM    ,December 17- 2011               07:19 AM    , D30,December 17- 2011               11:10 AM    ,December 17- 2011               11:02 AM    , D44    ,2011-12-17 07:25:00,2011-12-17 07:19:00,2011-12-17 11:10:00,2011-12-17 11:02:00
helloflight,2011-12-29-AA-1733-ORD-PHX,,12/29/11 7:57 PM (-06:00),,,12/29/11 10:13 PM (-07:00),,,,,
flightview,2011-12-28-UA-397-JFK-SFO,8:25 AM- Dec 28,8:34 AM- Dec 28,8,12:14 PM- Dec 28,11:19 AM- Dec 28,Terminal 3 - 85,2028-12-01 08:25:00,2028-12-01 08:34:00,2028-12-01 12:14:00,2028-12-01 11:19:00
flightexplorer,2012-01-02-AA-643-MIA-ORD,,1/2/2012 12:03PM EST,,,1/2/2012 1:43PM CST,,,,,
flights,2011-12-22-AA-85-JFK-SFO,03:05 PM  Thu 22-Dec-2011,03:36 PM  Thu 22-Dec-2011,C38,06:30 PM  Thu 22-Dec-2011,07:15 PM  Thu 22-Dec-2011,58B,2011-12-22 03:05:00,2011-12-22 03:36:00,2011-12-22 06:30:00,2011-12-22 07:15:00
usatoday,2011-12-01-UA-664-ORD-PHL,2011-12-01 01:33 PM,,,2011-12-01 04:31 PM,,,2011-12-01 01:33:00,,2011-12-01 04:31:00,
airtravelcenter,2011-12-30-UA-3925-IAD-ORF,,12/30/11 9:43 AM (-05:00),,,12/30/11 10:12 AM (-05:00),,,,,
helloflight,2011-12-29-AA-271-MIA-LAX,,12/29/11 11:52 AM (-05:00),,,12/29/11 2:16 PM (-08:00),,,,,
flightstats,2011-12-13-UA-257-JFK-SFO,2011-12-13 2:30 PM,2011-12-13 2:28 PM,,2011-12-13 6:15 PM,2011-12-13 5:50 PM,,2011-12-13 02:30:00,2011-12-13 02:28:00,2011-12-13 06:15:00,2011-12-13 05:50:00
weather,2011-12-18-AA-484-DFW-MIA,2011-12-18 04:15 PM,,,2011-12-18 07:55 PM,,,2011-12-18 04:15:00,,2011-12-18 07:55:00,
flightaware,2011-12-11-UA-257-JFK-SFO,2011-12-11 02:30PM EST,2011-12-11 02:53PM EST, 7 ,2011-12-11 05:29PM PST,2011-12-11 05:31PM PST, 81 ,2011-12-11 14:30:00,2011-12-11 14:53:00,2011-12-11 17:29:00,2011-12-11 17:31:00
panynj,2011-12-14-AA-1007-MIA-PHX,,6:46 PMDec 14,,,9:26 PMDec 14,,,,,
travelocity,2011-12-01-AA-2525-DFW-MIA,Dec 01 - 7:25am,Dec 01 - 7:22am,C4/C,Dec 01 - 11:10am,Dec 01 - 11:06am,D1,2001-12-01 07:25:00,2001-12-01 07:22:00,2001-12-01 11:10:00,2001-12-01 11:06:00
flytecomm,2011-12-02-AA-3804-PHL-ORD,,12/2/11 2:42 PM (-05:00),,,12/2/11 3:36 PM (-06:00),,,,,
boston,2011-12-24-AA-431-MIA-SFO,8:35 AM- Dec 24,10:08 AM- Dec 24,,11:50 AM- Dec 24,12:28 PM- Dec 24&nbsp(Estimated),,2024-12-01 08:35:00,2024-12-01 10:08:00,2024-12-01 11:50:00,
flightstats,2011-12-19-AA-1279-DFW-PHX,2011-12-19 1:00 PM,2011-12-19 1:09 PM,,2011-12-19 2:35 PM,2011-12-19 2:48 PM,,2011-12-19 01:00:00,2011-12-19 01:09:00,2011-12-19 02:35:00,2011-12-19 02:48:00
flightarrival,2011-12-28-AA-59-JFK-SFO,7:10 AM- Dec 28,7:40 AM- Dec 28,,10:45 AM- Dec 28,10:18 AM- Dec 28,,2028-12-01 07:10:00,2028-12-01 07:40:00,2028-12-01 10:45:00,2028-12-01 10:18:00
usatoday,2012-01-01-UA-854-SFO-IAH,2012-01-01 7:35 AM,2012-01-01 7:31 AM,,2012-01-01 1:30 PM,2012-01-01 1:16 PM,,2012-01-01 07:35:00,2012-01-01 07:31:00,2012-01-01 01:30:00,2012-01-01 01:16:00
ifly,2011-12-14-UA-2515-DFW-CLT,2011-12-14 7:05 AM,2011-12-14 7:03 AM,,2011-12-14 10:31 AM,2011-12-14 10:19 AM,,2011-12-14 07:05:00,2011-12-14 07:03:00,2011-12-14 10:31:00,2011-12-14 10:19:00
dfw,2011-12-18-AA-1279-DFW-PHX,2011-12-18 1:00 pm,,D22,,,,2011-12-18 01:00:00,,,
usatoday,2011-12-24-UA-37-EWR-MCO,,1:56 PMDec 24,,,4:11 PMDec 24,,,,,
ua,2011-12-19-UA-3925-IAD-ORF,Mon- Dec 19 8:42 AM,Mon- Dec 19 8:47 AM,A2G,Mon- Dec 19 9:55 AM,Mon- Dec 19 9:46 AM,--,,,,
aa,2011-12-09-AA-2050-ORD-MIA,December 9- 2011               10:40 AM    ,December 9- 2011               10:41 AM    , K15,December 9- 2011               02:45 PM    ,December 9- 2011               02:46 PM    , D1    ,2011-12-09 10:40:00,2011-12-09 10:41:00,2011-12-09 02:45:00,2011-12-09 02:46:00
myrateplan,2012-01-01-AA-3756-ORD-SLC,,1/1/12 12:23 PM (-06:00),,,1/1/12 2:23 PM (-07:00),,,,,
aa,2011-12-25-AA-404-MIA-MCO,December 25- 2011               06:45 AM    ,December 25- 2011               06:44 AM    , E5,December 25- 2011               07:45 AM    ,December 25- 2011               07:46 AM    , 16    ,2011-12-25 06:45:00,2011-12-25 06:44:00,2011-12-25 07:45:00,2011-12-25 07:46:00
flightaware,2012-01-02-AA-1917-JFK-MCO,2012-01-02 02:55PM EST,2012-01-02 03:47PM EST, 7 ,2012-01-02 05:56PM EST,2012-01-02 06:21PM EST, 16 ,2012-01-02 14:55:00,2012-01-02 15:47:00,2012-01-02 17:56:00,2012-01-02 18:21:00
ua,2011-12-01-UA-3099-PHX-PHL,Thu- Dec 1 11:55 AM,Thu- Dec 1 11:55 AM,B14,Thu- Dec 1 6:17 PM,Thu- Dec 1 5:38 PM,A12,2001-12-01 11:55:00,2001-12-01 11:55:00,2001-12-01 06:17:00,2001-12-01 05:38:00
wunderground,2011-12-12-AA-484-DFW-MIA,2011-12-12 04:15PM CST,2011-12-12 04:29PM CST, D25 ,2011-12-12 07:46PM EST,2011-12-12 07:42PM EST, D5 ,,,2011-12-12 19:46:00,2011-12-12 19:42:00
quicktrip,2011-12-16-AA-222-LAX-BOS,2011-12-16 7:10 AM,2011-12-16 7:08 AM,,2011-12-16 3:30 PM,2011-12-16 3:29 PM,,2011-12-16 07:10:00,2011-12-16 07:08:00,2011-12-16 03:30:00,2011-12-16 03:29:00
flightview,2011-12-20-AA-271-MIA-LAX,11:35 AM- Dec 20,12:01 PM- Dec 20,D24,2:25 PM- Dec 20,2:10 PM- Dec 20,Terminal 4 - 45,2020-12-01 11:35:00,2020-12-01 12:01:00,2020-12-01 02:25:00,2020-12-01 02:10:00
airtravelcenter,2011-12-25-UA-1500-IAH-GUA,,12/25/11 9:25 AM (-06:00),,,12/25/11 11:50 AM (-06:00),,,,,
mytripandmore,2011-12-19-AA-1917-JFK-MCO,Dec 19 - 2:55pm,Dec 19 - 2:54pm,46/8,Dec 19 - 5:55pm,Dec 19 - 5:40pm,16,2019-12-01 14:55:00,2019-12-01 14:54:00,2019-12-01 17:55:00,2019-12-01 17:40:00
travelocity,2011-12-16-AA-3809-PHX-LAX,Dec 16 - 6:00am,Dec 16 - 6:00am,2,Dec 16 - 6:40am,Dec 16 - 6:17am,44I/T4,2016-12-01 06:00:00,2016-12-01 06:00:00,2016-12-01 06:40:00,2016-12-01 06:17:00
weather,2011-12-27-AA-484-DFW-MIA,2011-12-27 04:15 PM,,,2011-12-27 07:55 PM,,,2011-12-27 04:15:00,,2011-12-27 07:55:00,
flightstats,2011-12-01-AA-431-MIA-SFO,2011-12-01 8:35 AM,2011-12-01 8:51 AM,,2011-12-01 11:50 AM,2011-12-01 11:44 AM,,2011-12-01 08:35:00,2011-12-01 08:51:00,2011-12-01 11:50:00,2011-12-01 11:44:00
businesstravellogue,2011-12-27-AA-1221-MCO-ORD,08:00 PM  Tue 27-Dec-2011,07:54 PM  Tue 27-Dec-2011,15,09:50 PM  Tue 27-Dec-2011,09:45 PM  Tue 27-Dec-2011,K5,2011-12-27 08:00:00,2011-12-27 07:54:00,2011-12-27 09:50:00,2011-12-27 09:45:00
airtravelcenter,2011-12-14-AA-1733-ORD-PHX,,12/14/11 8:40 PM (-06:00),,,12/14/11 11:04 PM (-07:00),,,,,
flightwise,2011-12-20-AA-1165-JFK-MIA,2011-12-20 06:59AM EST,2011-12-20 07:28AM EST, 6 ,2011-12-20 10:09AM EST,2011-12-20 10:04AM EST, D25 ,2011-12-20 06:59:00,2011-12-20 07:28:00,2011-12-20 10:09:00,2011-12-20 10:04:00
weather,2011-12-09-AA-3786-IAH-ORD,2011-12-09 04:00 PM,,,2011-12-09 06:40 PM,,,2011-12-09 04:00:00,,2011-12-09 06:40:00,
flightaware,2011-12-13-AA-271-MIA-LAX,2011-12-13 11:35AM EST,2011-12-13 12:08PM EST, D32 ,2011-12-13 02:08PM PST,2011-12-13 02:06PM PST, 46A ,2011-12-13 11:35:00,,2011-12-13 14:08:00,2011-12-13 14:06:00
ifly,2011-12-29-UA-3050-PHX-CLT,2011-12-29 11:05 AM,2011-12-29 11:07 AM,,2011-12-29 4:57 PM,2011-12-29 4:54 PM,,2011-12-29 11:05:00,2011-12-29 11:07:00,2011-12-29 04:57:00,2011-12-29 04:54:00
panynj,2011-12-16-UA-2945-PHL-CLT,12:00 PM- Dec 16,12:15 PM- Dec 16,,1:45 PM- Dec 16,1:30 PM- Dec 16,,2016-12-01 12:00:00,2016-12-01 12:15:00,2016-12-01 01:45:00,2016-12-01 01:30:00
flytecomm,2011-12-01-AA-1434-DFW-MCO,,12/1/11 7:22 AM (-06:00),,,12/1/11 10:34 AM (-05:00),,,,,
flylouisville,2011-12-14-AA-2957-DFW-CVG,07:55 AM  Wed 14-Dec-2011,07:53 AM  Wed 14-Dec-2011,B23,11:05 AM  Wed 14-Dec-2011,10:57 AM  Wed 14-Dec-2011,3,2011-12-14 07:55:00,2011-12-14 07:53:00,2011-12-14 11:05:00,2011-12-14 10:57:00
airtravelcenter,2011-12-09-AA-643-MIA-ORD,,12/9/11 7:27 AM (-05:00),,,12/9/11 9:15 AM (-06:00),,,,,
orbitz,2011-12-12-AA-518-MIA-JFK,6:30aDec 12,6:45aDec 12, D25,9:15aDec 12,9:30aDec 12, 5,,,,
myrateplan,2011-12-22-AA-3842-MSP-ORD,,12/22/11 6:17 AM (-06:00),,,12/22/11 7:18 AM (-06:00),,,,,
flightexplorer,2012-01-01-AA-1221-MCO-ORD,,1/1/2012 8:12PM EST,,,1/1/2012 9:41PM CST,,,2012-01-01 20:12:00,,
wunderground,2011-12-20-AA-3979-CVG-ORD,2011-12-20 07:30AM EST,2011-12-20 07:35AM EST, 3 ,2011-12-20 07:46AM CST,2011-12-20 07:22AM CST, H3B ,2011-12-20 07:30:00,2011-12-20 07:35:00,,
panynj,2012-01-03-AA-3809-PHX-LAX,6:00 AM- Jan 03,6:23 AM- Jan 03,Terminal 3 - 2,6:40 AM- Jan 03,6:25 AM- Jan 03,Terminal 4 - 44J,2003-01-01 06:00:00,2003-01-01 06:23:00,2003-01-01 06:40:00,2003-01-01 06:25:00
gofox,2011-12-01-AA-2050-ORD-MIA,10:40 AM- Dec 01,11:06 AM- Dec 01,,2:45 PM- Dec 01,2:46 PM- Dec 01,,2001-12-01 10:40:00,2001-12-01 11:06:00,2001-12-01 02:45:00,2001-12-01 02:46:00
flytecomm,2012-01-02-UA-3373-IAD-PHL,,1/2/12 8:47 AM (-05:00),,,1/2/12 9:22 AM (-05:00),,,,,
aa,2011-12-18-AA-2312-DFW-DTW,December 18- 2011               08:25 PM    ,December 18- 2011     , C28,December 18- 2011               11:50 PM    ,December 18- 2011     , D32    ,2011-12-18 08:25:00,2011-12-18 00:00:00,2011-12-18 11:50:00,2011-12-18 00:00:00
usatoday,2011-12-31-AA-1007-MIA-PHX,,5:00 PMDec 31,,,7:32 PMDec 31,,,,,
weather,2011-12-25-AA-59-JFK-SFO,2011-12-25 07:10 AM,2011-12-25 07:24 AM,,2011-12-25 10:45 AM,2011-12-25 09:55 AM,,2011-12-25 07:10:00,2011-12-25 07:24:00,2011-12-25 10:45:00,2011-12-25 09:55:00
aa,2011-12-30-AA-1917-JFK-MCO,December 30- 2011               02:55 PM    ,December 30- 2011               02:51 PM    , 44,December 30- 2011               05:55 PM    ,December 30- 2011               05:36 PM    , 16    ,2011-12-30 02:55:00,2011-12-30 02:51:00,2011-12-30 05:55:00,2011-12-30 05:36:00
helloflight,2011-12-28-AA-2525-DFW-MIA,,12/28/11 7:39 AM (-06:00),,,12/28/11 10:36 AM (-05:00),,,,,
helloflight,2012-01-02-UA-37-EWR-MCO,1/2/12 1:29 PM (-05:00),,,1/2/12 4:22 PM (-05:00),,,,,,
ord,2012-01-02-UA-248-PHX-ORD,2012-01-02 12:52 PM,,3,2012-01-02 5:13 PM,,C22,2012-01-02 12:52:00,,2012-01-02 05:13:00,
businesstravellogue,2011-12-27-UA-382-IAD-LAX,,2011-12-27 12:18 PM,C27,,2011-12-27 03:08 PM,75B,,2011-12-27 12:18:00,,2011-12-27 03:08:00
travelocity,2011-12-01-UA-2906-PHL-MCO,Dec 01 - 3:50pm,Dec 01 - Contact Airline,Not provided by airline,Dec 01 - 6:23pm,Dec 01 - Contact Airline,Not provided by airline,2001-12-01 15:50:00,,2001-12-01 18:23:00,
flightview,2011-12-09-AA-3859-IAH-ORD,7:10 AM- Dec 09,7:17 AM- Dec 09,A25,9:40 AM- Dec 09,9:12 AM- Dec 09,Terminal 3,2009-12-01 07:10:00,2009-12-01 07:17:00,2009-12-01 09:40:00,2009-12-01 09:12:00
flytecomm,2011-12-16-UA-1500-IAH-GUA,,12/16/11 9:43 AM (-06:00),,,12/16/11 12:02 PM (-06:00),,,,,
boston,2011-12-31-UA-2726-FLL-PHL,4:00 PM- Dec 31,4:07 PM- Dec 31,,6:46 PM- Dec 31,6:20 PM- Dec 31,,2031-12-01 04:00:00,2031-12-01 04:07:00,2031-12-01 06:46:00,2031-12-01 06:20:00
myrateplan,2011-12-09-AA-415-BOS-ORD,,12/9/11 8:44 AM (-05:00),,,12/9/11 10:14 AM (-06:00),,,,,
flightview,2011-12-26-AA-4307-ORD-DTW,6:45 PM- Dec 26,7:54 PM- Dec 26,Terminal 3,9:10 PM- Dec 26,9:43 PM- Dec 26,Terminal N,2026-12-01 06:45:00,2026-12-01 07:54:00,2026-12-01 09:10:00,2026-12-01 09:43:00
world-flight-tracker,2011-12-24-AA-3-JFK-LAX,2011-12-24 12:00 PM,2011-12-24 11:53 AM,,2011-12-24 3:15 PM,2011-12-24 2:29 PM,,2011-12-24 12:00:00,2011-12-24 11:53:00,2011-12-24 03:15:00,2011-12-24 02:29:00
travelocity,2011-12-17-AA-3842-MSP-ORD,Dec 17 - 6:00am,Dec 17 - 6:00am,E14,Dec 17 - 7:30am,Dec 17 - 7:45am,H1A/T3,2017-12-01 06:00:00,2017-12-01 06:00:00,2017-12-01 07:30:00,2017-12-01 07:45:00
airtravelcenter,2012-01-02-UA-382-IAD-LAX,,1/2/12 12:37 PM (-05:00),,,1/2/12 2:25 PM (-08:00),,,,,
allegiantair,2011-12-18-AA-4198-ORD-CLE,10:40 AM- Dec 18,10:55 AM- Dec 18,,12:55 PM- Dec 18,12:48 PM- Dec 18,,2018-12-01 10:40:00,2018-12-01 10:55:00,2018-12-01 12:55:00,2018-12-01 12:48:00
boston,2011-12-08-UA-5487-SFO-MRY,10:39 AM- Dec 08,10:47 AM- Dec 08,,11:19 AM- Dec 08,11:10 AM- Dec 08,,2008-12-01 10:39:00,2008-12-01 10:47:00,2008-12-01 11:19:00,2008-12-01 11:10:00
