Index,Original,Normalized
2782,11:50 AM- Dec 01,2000-12-01 11:50:00
2783,12/2/11 12:13 PM (-05:00),2011-12-02 12:13:00
2784,2011-12-25 6:23 PM,2011-12-25 18:23:00
2785,4:33 AM- Dec 18,2000-12-18 04:33:00
2786,Sat- Dec 10 5:25 PM,2000-12-10 17:25:00
2787,12/10/2011 7:30PM CST,2011-12-10 19:30:00
2788,02:31 PM  Mon 05-Dec-2011,2011-12-05 14:31:00
2789,2011-12-03 02:56PM PST,2011-12-03 14:56:00
2790,5:32 PMDec 27,2000-12-27 17:32:00
2791,Dec 09 - 5:10pm,2000-12-09 17:10:00
2792,2011-12-22 12:01AM EST,2011-12-22 12:01:00
2793,9:31 AM- Dec 25,2000-12-25 09:31:00
2794,7:40 PMDec 05,2000-12-05 19:40:00
2795,8:01 PMDec 03,2000-12-03 20:01:00
2796,12/3/11 12:08 PM (-05:00),2011-12-03 12:08:00
2797,5:00 PMDec 25,2000-12-25 17:00:00
2798,7:29 PMDec 18,2000-12-18 19:29:00
2799,2011-12-09 03:13PM EST,2011-12-09 03:13:00
2800,5:43 PM- Dec 11,2000-12-11 17:43:00
2801,12/25/11 10:45 AM (-05:00),2011-12-25 10:45:00
2802,Dec 15 - 9:18am,2000-12-15 09:18:00
2803,8:02aDec 1,2000-12-01 08:02:00
2804,12/16/2011 2:32PM MST,2011-12-16 14:32:00
2805,12/9/11 10:27 AM (-05:00),2011-12-09 10:27:00
2806,2011-12-14 11:29 PM,2011-12-14 23:29:00
2807,10:47aDec 1,2000-12-01 10:47:00
2808,2:21 PM- Dec 04,2000-12-04 14:21:00
2809,12/27/11 12:12 AM (-05:00),2011-12-27 00:12:00
2810,12/16/11 1:32 PM (-05:00),2011-12-16 13:32:00
2811,3:45 PM- Dec 09,2000-12-09 15:45:00
2812,2012-01-01 5:53 AM (Estimated runway),2012-01-01 05:53:00
2813,December 17- 2011               11:02 AM,2011-12-17 11:02:00
2814,12/29/11 10:13 PM (-07:00),2011-12-29 22:13:00
2815,11:19 AM- Dec 28,2000-12-28 11:19:00
2816,1/2/2012 1:43PM CST,2012-01-02 13:43:00
2817,07:15 PM  Thu 22-Dec-2011,2011-12-22 19:15:00
2818,12/30/11 10:12 AM (-05:00),2011-12-30 10:12:00
2819,12/29/11 2:16 PM (-08:00),2011-12-29 14:16:00
2820,2011-12-13 5:50 PM,2011-12-13 17:50:00
2821,2011-12-11 05:31PM PST,2011-12-11 05:31:00
2822,9:26 PMDec 14,2000-12-14 21:26:00
2823,Dec 01 - 11:06am,2000-12-01 11:06:00
2824,12/2/11 3:36 PM (-06:00),2011-12-02 15:36:00
2825,12:28 PM- Dec 24&nbsp(Estimated),2000-12-24 12:28:00
2826,2011-12-19 2:48 PM,2011-12-19 14:48:00
2827,10:18 AM- Dec 28,2000-12-28 10:18:00
2828,2012-01-01 1:16 PM,2012-01-01 13:16:00
2829,2011-12-14 10:19 AM,2011-12-14 10:19:00
2830,4:11 PMDec 24,2000-12-24 16:11:00
2831,Mon- Dec 19 9:46 AM,2000-12-19 09:46:00
2832,December 9- 2011               02:46 PM,2011-12-09 14:46:00
2833,1/1/12 2:23 PM (-07:00),2012-01-01 14:23:00
2834,December 25- 2011               07:46 AM,2011-12-25 07:46:00
2835,2012-01-02 06:21PM EST,2012-01-02 18:21:00
2836,Thu- Dec 1 5:38 PM,2000-12-01 17:38:00
2837,2011-12-16 3:29 PM,2011-12-16 03:29:00
2838,2:10 PM- Dec 20,2000-12-20 14:10:00
2839,12/25/11 11:50 AM (-06:00),2011-12-25 11:50:00
2840,Dec 19 - 5:40pm,2000-12-19 17:40:00
2841,Dec 16 - 6:17am,2000-12-16 06:17:00
2842,2011-12-01 11:44 AM,2011-12-01 11:44:00
2843,09:45 PM  Tue 27-Dec-2011,2011-12-27 09:45:00
2844,12/14/11 11:04 PM (-07:00),2011-12-14 23:04:00
2845,2011-12-20 10:04AM EST,2011-12-20 10:04:00
2846,2011-12-13 02:06PM PST,2011-12-13 14:06:00
2847,2011-12-29 4:54 PM,2011-12-29 16:54:00
2848,1:30 PM- Dec 16,2000-12-16 13:30:00
2849,12/1/11 10:34 AM (-05:00),2011-12-01 10:34:00
2850,10:57 AM  Wed 14-Dec-2011,2011-12-14 10:57:00
2851,12/9/11 9:15 AM (-06:00),2011-12-09 09:15:00
2852,9:30aDec 12,2000-12-12 09:30:00
2853,12/22/11 7:18 AM (-06:00),2011-12-22 07:18:00
2854,1/1/2012 9:41PM CST,2012-01-01 21:41:00
2855,2011-12-20 07:22AM CST,2011-12-20 07:22:00
2856,6:25 AM- Jan 03,2000-01-03 06:25:00
2857,2:46 PM- Dec 01,2000-12-01 14:46:00
2858,1/2/12 9:22 AM (-05:00),2012-01-02 09:22:00
2859,7:32 PMDec 31,2000-12-31 19:32:00
2860,2011-12-25 09:55 AM,2011-12-25 09:55:00
2861,December 30- 2011               05:36 PM,2011-12-30 05:36:00
2862,12/28/11 10:36 AM (-05:00),2011-12-28 10:36:00
2863,9:12 AM- Dec 09,2000-12-09 09:12:00
2864,12/16/11 12:02 PM (-06:00),2011-12-16 12:02:00
2865,6:20 PM- Dec 31,2000-12-31 18:20:00
2866,12/9/11 10:14 AM (-06:00),2011-12-09 10:14:00
2867,9:43 PM- Dec 26,2000-12-26 21:43:00
2868,2011-12-24 2:29 PM,2011-12-24 14:29:00
2869,Dec 17 - 7:45am,2000-12-17 07:45:00
2870,1/2/12 2:25 PM (-08:00),2012-01-02 14:25:00
2871,12:48 PM- Dec 18,2000-12-18 12:48:00
2872,11:10 AM- Dec 08,2000-12-08 11:10:00
2873,06:39 PM  Sat 10-Dec-2011,2011-12-10 18:39:00
2874,2011-12-29 10:57 AM,2011-12-29 10:57:00
2875,6:14 PM- Dec 17,2000-12-17 18:14:00
2876,5:10 PM- Dec 09,2000-12-09 17:10:00
2877,7:11 AM- Dec 10,2000-12-10 07:11:00
2878,2:09 PM- Dec 19,2000-12-19 14:09:00
2879,12/5/11 9:41 AM (-05:00),2011-12-05 09:41:00
2880,2:05 PMDec 27,2000-12-27 14:05:00
2881,12/5/11 11:11 AM (-06:00),2011-12-05 11:11:00
2882,7:33 AM- Dec 17,2000-12-17 07:33:00
2883,9:14 AM- Dec 10,2000-12-10 09:14:00
2884,Dec 02 - 2:51pm,2000-12-02 14:51:00
2885,Dec 03 - 6:09pm,2000-12-03 18:09:00
2886,2011-12-13 10:52 AM,2011-12-13 10:52:00
2887,2:16 PM- Dec 13,2000-12-13 14:16:00
2888,January 2- 2012               06:30 PM,2012-01-02 18:30:00
2889,8:05 AM- Jan 03,2000-01-03 08:05:00
2890,7:47 AM- Dec 22,2000-12-22 07:47:00
2891,2011-12-08 1:17 PM,2011-12-08 13:17:00
2892,9:53 AMJan 03,2000-01-03 09:53:00
2893,2:41 PM- Dec 07,2000-12-07 14:41:00
2894,10:11aDec 10,2000-12-10 10:11:00
2895,2:03 PMDec 11,2000-12-11 14:03:00
2896,4:40 PMDec 25,2000-12-25 16:40:00
2897,Dec 20 - 2:32pm,2000-12-20 14:32:00
2898,10:11 AMDec 30,2000-12-30 10:11:00
2899,2011-12-02 8:19 PM,2011-12-02 20:19:00
2900,02:32 PM  Mon 02-Jan-2012,2012-01-02 14:32:00
2901,2012-01-03 3:32 PM,2012-01-03 03:32:00
2902,3:33 PM- Dec 25,2000-12-25 15:33:00
2903,2011-12-15 10:43 AM,2011-12-15 10:43:00
2904,January 1- 2012               07:36 AM,2012-01-01 07:36:00
2905,Fri- Dec 9 5:28 PM,2000-12-09 17:28:00
2906,2:32 PM- Dec 08,2000-12-08 14:32:00
2907,2011-12-10 01:32 PM,2011-12-10 13:32:00
2908,12:27 PM- Jan 03&nbsp(Estimated),2000-01-03 12:27:00
2909,2011-12-29 04:42 PM,2011-12-29 16:42:00
2910,12/13/11 8:09 PM (-05:00),2011-12-13 20:09:00
2911,2011-12-11 2:36 PM,2011-12-11 14:36:00
2912,2011-12-11 12:03 AM (Estimated runway),2011-12-11 00:03:00
2913,2011-12-29 12:13 PM,2011-12-29 12:13:00
2914,12/30/11 7:07 AM (-06:00),2011-12-30 07:07:00
2915,09:41 AM  Fri 16-Dec-2011,2011-12-16 09:41:00
2916,2011-12-03 08:53AM EST,2011-12-03 08:53:00
2917,12/19/11 11:58 PM (-07:00),2011-12-19 23:58:00
2918,11:24 AM- Dec 18,2000-12-18 11:24:00
2919,10:43 AM  Fri 30-Dec-2011,2011-12-30 10:43:00
2920,2011-12-04 10:37 AM,2011-12-04 10:37:00
2921,9:51 AMDec 05,2000-12-05 09:51:00
2922,12/9/11 9:30 PM (-06:00),2011-12-09 21:30:00
2923,2011-12-04 3:08 PM,2011-12-04 03:08:00
2924,04:56 PM  Sun 04-Dec-2011,2011-12-04 04:56:00
2925,2012-01-01 07:06 PM,2012-01-01 19:06:00
2926,2011-12-15 9:17 AM,2011-12-15 09:17:00
2927,9:33 AMDec 17,2000-12-17 09:33:00
2928,10:14aDec 24,2000-12-24 10:14:00
2929,2011-12-19 4:31 PM,2011-12-19 16:31:00
2930,2012-01-02 12:23 PM,2012-01-02 12:23:00
2931,12/1/11 8:38 PM (-05:00),2011-12-01 20:38:00
2932,09:13 AM  Tue 20-Dec-2011,2011-12-20 09:13:00
2933,5:00 PMDec 17,2000-12-17 17:00:00
2934,12/12/2011 3:05PM EST,2011-12-12 15:05:00
2935,Dec 22 - 9:58am,2000-12-22 09:58:00
2936,09:55 AM  Sun 04-Dec-2011,2011-12-04 09:55:00
2937,2011-12-08 12:44AM MST,2011-12-08 12:44:00
2938,3:59 PM- Dec 18,2000-12-18 15:59:00
2939,3:56 PM- Dec 17,2000-12-17 15:56:00
2940,4:00 PM- Dec 10,2000-12-10 16:00:00
2941,8:11 AMDec 16,2000-12-16 08:11:00
2942,2011-12-03 6:18 AM,2011-12-03 06:18:00
2943,12/2/11 9:20 AM (-05:00),2011-12-02 09:20:00
2944,1/3/2012 7:43PM EST,2012-01-03 19:43:00
2945,12/7/11 1:33 PM (-05:00),2011-12-07 13:33:00
2946,12/05/2011 09:20 AM,2011-12-05 09:20:00
2947,2011-12-26 6:36 PM,2011-12-26 18:36:00
